Task,Train Length,Test Length,Token Accuracy,Exact Match Accuracy
reverse,128,128,1.3703125,0.0
reverse,128,256,1.112890625,0.0
reverse,128,512,1.034375,0.0
reverse,128,1024,0.99931640625,0.0
