Task,Train Length,Test Length,Token Accuracy,Exact Match Accuracy
addition,16,16,99.64438551021638,94.4
addition,16,32,12.077161345723312,0.0
addition,16,64,11.470765801328193,0.0
addition,16,128,10.492583633436263,0.0
addition,16,256,10.315558101740889,0.0
addition,16,512,10.210009851832343,0.0
addition,16,1024,10.13605176603781,0.0
