Task,Train Length,Test Length,Token Accuracy,Exact Match Accuracy
addition,16,16,99.66246760291725,95.0
addition,16,32,13.138283190725918,0.0
addition,16,64,10.877877366522702,0.0
addition,16,128,10.361134661305,0.0
addition,16,256,10.229429485605609,0.0
addition,16,512,10.10212741052878,0.0
addition,16,1024,10.052898175891315,0.0
