Task,Train Length,Test Length,Token Accuracy,Exact Match Accuracy
reverse,128,128,100.0,100.0
reverse,128,256,1.43359375,0.0
reverse,128,512,1.200390625,0.0
reverse,128,1024,1.09189453125,0.0
