Task,Train Length,Test Length,Token Accuracy,Exact Match Accuracy
addition,16,16,95.71454402989572,50.0
addition,16,32,11.350323550157942,0.0
addition,16,64,10.83298503072803,0.0
addition,16,128,10.362690270442648,0.0
addition,16,256,10.135896146816163,0.0
addition,16,512,10.267169988002223,0.0
addition,16,1024,10.045871111935273,0.0
