Task,Train Length,Test Length,Positional Encoding,Seed,Layer,Attention Entropy,Normalised Attention Entropy,Average Attention Distance,Local Attention Ratio
addition,16,32,sinusoidal,42,0,1.8456618785858154,0.4421395906163633,22.333890914916992,0.23309998214244843
addition,16,32,sinusoidal,42,1,2.1705074310302734,0.5199583293776521,15.79136848449707,0.4952114522457123
addition,16,32,sinusoidal,42,0,1.8559948205947876,0.4446149100682719,22.498687744140625,0.2278681844472885
addition,16,32,sinusoidal,42,1,2.1657676696777344,0.51882289055847,15.586275100708008,0.49925142526626587
addition,16,32,sinusoidal,42,0,1.8497142791748047,0.4431103679609125,22.50075340270996,0.22705453634262085
addition,16,32,sinusoidal,42,1,2.072739839553833,0.4965375049176147,15.823219299316406,0.4905800521373749
addition,16,32,sinusoidal,42,0,1.8621068000793457,0.4460790721331181,22.590290069580078,0.22770608961582184
addition,16,32,sinusoidal,42,1,2.0572242736816406,0.4928206562236553,16.150379180908203,0.475464403629303
addition,16,32,sinusoidal,42,0,1.8469477891921997,0.44244763836642664,22.444887161254883,0.22883851826190948
addition,16,32,sinusoidal,42,1,2.0936086177825928,0.5015367483704823,15.811070442199707,0.49305543303489685
