Task,Train Length,Test Length,Positional Encoding,Seed,Token Accuracy,Exact Match Accuracy
addition,16,16,learned,123,99.49963829274174,92.4
addition,16,32,learned,123,11.300319096710849,0.0
addition,16,64,learned,123,11.124350086655113,0.0
addition,16,128,learned,123,10.411757844395193,0.0
addition,16,256,learned,123,10.225762577115088,0.0
addition,16,512,learned,123,10.143988888216946,0.0
addition,16,1024,learned,123,10.010004148061391,0.0
